# Imaginary dataset defining vegetation classes
5	1
    42242.3539400000     40000.0000000000
    42462.6947000000     41604.0859200000
    43205.9531100000     42453.7101700000
    45047.7799900000     40000.0000000000
    42242.3539400000     40000.0000000000
11
    43205.9531100000     42453.7101700000
    42462.6947000000     41604.0859200000
    42242.3539400000     40000.0000000000
    42040.4759200000     40000.0000000000
    42272.8530300000     41691.7108200000
    43034.6262200000     42545.7523300000
    43681.2515200000     45000.0000000000
    43888.1541100000     45000.0000000000
    43874.6514700000     44949.0445500000
    43675.9397800000     44207.5261900000
    43205.9531100000     42453.7101700000
6	1
    43034.6262200000     42545.7523300000
    42272.8530300000     41691.7108200000
    42040.4759200000     40000.0000000000
    40000.0000000000     40000.0000000000
    40000.0000000000     43065.7136200000
    43034.6262200000     42545.7523300000
5	2
    43681.2515200000     45000.0000000000
    43034.6262200000     42545.7523300000
    40000.0000000000     43065.7136200000
    40000.0000000000     45000.0000000000
    43681.2515200000     45000.0000000000
23	2
    45047.7799900000     40000.0000000000
    43205.9531100000     42453.7101700000
    43675.9397800000     44207.5261900000
    44626.0385700000     44011.2092300000
    44875.3461900000     43733.9231000000
    44819.9448200000     43428.9084500000
    44598.3378900000     43234.8083600000
    44598.3378900000     42957.5222200000
    44903.0468700000     42791.1501500000
    45235.4570300000     42763.4216400000
    45401.6621100000     42624.7785700000
    45706.3710900000     42652.5075700000
    46094.1826200000     42735.6931200000
    46537.3960000000     42680.2360900000
    46925.2075200000     42513.8645100000
    47119.1137700000     42153.3923400000
    46980.6093800000     41682.0058700000
    46842.1054700000     41349.2624600000
    46620.4985400000     40988.7905300000
    46343.4902300000     40683.7758800000
    46177.2856400000     40267.8466900000
    46236.7474400000     40000.0000000000
    45047.7799900000     40000.0000000000
17	3
    43675.9397800000     44207.5261900000
    43874.6514700000     44949.0445500000
    43888.1541100000     45000.0000000000
    46226.4987700000     45000.0000000000
    46177.2856400000     44704.4245700000
    45983.3793900000     44260.7668500000
    45706.3710900000     43872.5661700000
    45373.9614300000     43512.0944900000
    45180.0551800000     43123.8938000000
    45235.4570300000     42763.4216400000
    44903.0468700000     42791.1501500000
    44598.3378900000     42957.5222200000
    44598.3378900000     43234.8083600000
    44819.9448200000     43428.9084500000
    44875.3461900000     43733.9231000000
    44626.0385700000     44011.2092300000
    43675.9397800000     44207.5261900000
41	6
    46236.7474400000     40000.0000000000
    46177.2856400000     40267.8466900000
    46343.4902300000     40683.7758800000
    46620.4985400000     40988.7905300000
    46842.1054700000     41349.2624600000
    46980.6093800000     41682.0058700000
    47119.1137700000     42153.3923400000
    46925.2075200000     42513.8645100000
    46537.3960000000     42680.2360900000
    46094.1826200000     42735.6931200000
    45706.3710900000     42652.5075700000
    45401.6621100000     42624.7785700000
    45235.4570300000     42763.4216400000
    45180.0551800000     43123.8938000000
    45373.9614300000     43512.0944900000
    45706.3710900000     43872.5661700000
    45983.3793900000     44260.7668500000
    46177.2856400000     44704.4245700000
    46226.4987700000     45000.0000000000
    46427.4000000000     45000.0000000000
    46370.4913800000     44647.0819100000
    46158.2909200000     44161.5670300000
    45861.8943400000     43746.1955200000
    45540.2120700000     43397.3568400000
    45387.3950000000     43091.4167800000
    45458.6291600000     42818.3740900000
    45461.1939400000     42815.7130100000
    45676.2260600000     42850.5907500000
    46085.3795600000     42938.3541500000
    46590.2722700000     42875.1795000000
    47068.2508800000     42670.1261300000
    47194.0013000000     42436.3558100000
    47334.1550400000     42175.8096900000
    47169.4317100000     41615.1895800000
    47020.7113000000     41257.9019200000
    46781.1019900000     40868.1468200000
    46515.8156200000     40576.0392400000
    46385.9074800000     40250.9424000000
    46431.9981300000     40044.2144100000
    46447.0151900000     40000.0000000000
    46236.7474400000     40000.0000000000
13	4
    46447.0151900000     40000.0000000000
    46431.9981300000     40044.2144100000
    46385.9074800000     40250.9424000000
    46515.8156200000     40576.0392400000
    46781.1019900000     40868.1468200000
    47020.7113000000     41257.9019200000
    47169.4317100000     41615.1895800000
    47334.1550400000     42175.8096900000
    47194.0013000000     42436.3558100000
    48425.4843800000     43024.0706600000
    50000.0000000000     43077.4973900000
    50000.0000000000     40000.0000000000
    46447.0151900000     40000.0000000000
17	3
    45458.6291600000     42818.3740900000
    45387.3950000000     43091.4167800000
    45540.2120700000     43397.3568400000
    45861.8943400000     43746.1955200000
    46158.2909200000     44161.5670300000
    46370.4913800000     44647.0819100000
    46427.4000000000     45000.0000000000
    50000.0000000000     45000.0000000000
    50000.0000000000     43077.4973900000
    48425.4843800000     43024.0706600000
    47194.0013000000     42436.3558100000
    47068.2508800000     42670.1261300000
    46590.2722700000     42875.1795000000
    46085.3795600000     42938.3541500000
    45676.2260600000     42850.5907500000
    45461.1939400000     42815.7130100000
    45458.6291600000     42818.3740900000
